[LOG] ➡️ Chosen Word: 'Rajah' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'either' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'sit' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'down' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'objection' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'say' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'she' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'say' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'her' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'hand' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'by' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'my' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'voice' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'in' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'regard' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'as' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'would' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'never' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'guess' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'second' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'do' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'not' | Target POS: N/A | Chosen POS: PART
[LOG] ➡️ Chosen Word: 'at' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'work' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'together' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'house' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'with' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'building' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'settle' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'in' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'silence' | Target POS: N/A | Chosen POS: NOUN
Generated Text:
It’s not safe. You persist in place to that either to sit down. No no objection to say she says he has he is isr hand he. Who know that he by my voice in regard as you would have never guess the second be. Know how do not at work together and the house with the building be settle in the silence.
Loaded existing model.
Attempt 1: Generated incoherent sentence: It’s not safe.
Attempt 2: Generated incoherent sentence: It’s not safe.
Attempt 3: Generated incoherent sentence: It’s not safe.
Attempt 4: Generated incoherent sentence: It’s not safe.
Attempt 5: Generated incoherent sentence: It’s not safe.
Max attempts reached for generating sentence 1. Adding the incoherent sentence.
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'two' | Target POS: N/A | Chosen POS: NUM
[LOG] ➡️ Chosen Word: 'house' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'with' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'lightning' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'rod' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'more' | Target POS: N/A | Chosen POS: ADJ
[SKIP] Not a complete thought: Be half of the two house with a lightning rod it more.
[LOG] ➡️ Chosen Word: 'mathematical' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'study' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'new' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'one' | Target POS: N/A | Chosen POS: NUM
[LOG] ➡️ Chosen Word: 'or' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'rather' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'than' | Target POS: N/A | Chosen POS: ADP
[SKIP] Not a complete thought: Secure by mathematical study of new one or rather than.
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'result' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'now' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'use' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'for' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'its' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'influence' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'by' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'mean' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'or' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'less' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'than' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'Ely' | Target POS: N/A | Chosen POS: PROPN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'or' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'at' | Target POS: N/A | Chosen POS: ADP
[SKIP] Not a complete thought: Be prepare for its influence by mean or less than Ely or at.
[LOG] ➡️ Chosen Word: 'everything' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'feel' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'my' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'hand' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'feel' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'strangely' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'body' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'might' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'just' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'need' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'stretch' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'out' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'your' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'soul' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'hold' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'number' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'go' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'up' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'sit' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'up' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'with' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'they' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'no' | Target POS: N/A | Chosen POS: INTJ
[LOG] ➡️ Chosen Word: 'doubt' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'if' | Target POS: N/A | Chosen POS: SCONJ
Generated Text:
It’s not safe. Opinion upon the result of I now it is to use it. This document everything I feel my hand I feel strangely. Say his body of it might just need to stretch out your soul and hold. Tie under the number be go up but we sit up with that they are no doubt if.
Loaded existing model.
Attempt 1: Generated incoherent sentence: It’s not safe.
Attempt 2: Generated incoherent sentence: It’s not safe.
Attempt 3: Generated incoherent sentence: It’s not safe.
Attempt 4: Generated incoherent sentence: It’s not safe.
Attempt 5: Generated incoherent sentence: It’s not safe.
Max attempts reached for generating sentence 1. Adding the incoherent sentence.
[LOG] ➡️ Chosen Word: 'Hasbrouck' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: ''s' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'day' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: '

' | Target POS: N/A | Chosen POS: SPACE
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'think' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'if' | Target POS: N/A | Chosen POS: SCONJ
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'already' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'say' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'nearly' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'equal' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'prove' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'there' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'only' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'what' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[SKIP] Not a complete thought: Though it I have already say it is nearly equal to prove that there is only what I.
[LOG] ➡️ Chosen Word: 'detective' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'turn' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'again' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'with' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'floor' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'then' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'at' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'home' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'in' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'insoluble' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'mystery' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'an' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'instant' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'get' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'away' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'once' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'do' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'reply' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'my' | Target POS: N/A | Chosen POS: PRON
[SKIP] Not a complete thought: And an insoluble mystery of an instant and I get away once we do you I reply my.
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'Frenchman' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'on' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'inhabitant' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'situation' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'not' | Target POS: N/A | Chosen POS: PART
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'direction' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'say' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'as' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'with' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'horror' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'blood' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'begin' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'listen' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'hope' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
Generated Text:
It’s not safe. Reply Mr. Hasbrouck 's day you think if you to this is. Harbord the detective have turn again with the floor and then at home in. Upon reach the Frenchman be on the inhabitant of situation be not be the direction to say as. With grief and with horror of the blood I amgin to listen to I hope this is.
Loaded existing model.
Attempt 1: Generated incoherent sentence: It’s not safe.
Attempt 2: Generated incoherent sentence: It’s not safe.
Attempt 3: Generated incoherent sentence: It’s not safe.
Attempt 4: Generated incoherent sentence: It’s not safe.
Attempt 5: Generated incoherent sentence: It’s not safe.
Max attempts reached for generating sentence 1. Adding the incoherent sentence.
[LOG] ➡️ Chosen Word: 'beyond' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'air' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'perpetrate' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'nature' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'then' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'suggest' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'hear' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'about' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'do' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'not' | Target POS: N/A | Chosen POS: PART
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'accomplish' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'slide' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'panel' | Target POS: N/A | Chosen POS: NOUN
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'in' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'those' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'bond' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'so' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'instantly' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'her' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'father' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'anything' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'appear' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
Generated Text:
It’s not safe. He step beyond the air be perpetrate. Scream at the nature and then I suggest that I have hear about it. You have do not be this is accomplish it is a slide panel in those bond be so. Come round he is instantly I to her father be anything but it appear that he is he.
